epoch,train_total,train_box_loss,train_cls_loss,train_obj_focal_loss,val_box_loss,val_cls_loss,val_obj_focal_loss,val_mean_iou,val_cls_accuracy,val_obj_f1,val_obj_precision,val_obj_recall,combined_score,epoch_seconds
1,10.655982612544992,0.768019768198908,0.9312963972592048,8.188646655130169,0.5758760941028594,0.6674569529294968,28.449394234418868,0.32413168251514435,0.7176509618759155,0.0,0.0,0.0,0.3472608814636866,316.5696544647217
2,2.894595227346337,0.6133058436230375,0.6287091109649812,1.039274426774334,0.5334508645534516,0.5468854343891144,9.492916966080665,0.36655996888875964,0.7388503420352935,0.0,0.0,0.0,0.3684701036413511,256.7044975757599
3,2.2463213329837313,0.5728576107768784,0.5048474747231767,0.5957586419503257,0.512727575302124,0.524811195731163,4.986333486437798,0.3872850412130356,0.7295924723148346,0.0053486529318542,0.84375,0.0026828298887122417,0.37407538881990815,275.1336991786957
4,1.9747491856622084,0.5417705262315466,0.4314161686297029,0.4597919673728824,0.4825202655792236,0.43195250287652015,3.6031883066892623,0.4174936580657959,0.7713809728622436,0.06494746895893028,0.8374384236453202,0.033783783783783786,0.41794069996232325,285.2677276134491
5,1.8057011121538653,0.516627813305216,0.3842621888747506,0.3881832953633633,0.4676657921075821,0.46105091981589796,2.673504196405411,0.43234919726848603,0.7639536523818969,0.06871540370299675,0.8695652173913043,0.03577106518282989,0.4216727511177932,269.3520381450653
6,1.700823639735598,0.4999251797158705,0.3544585995533713,0.34651468209536035,0.4592654663324356,0.42555894047021864,1.8804864299297332,0.4407520037889481,0.771457234621048,0.09665915915915915,0.8699324324324325,0.0511724960254372,0.4362894658563851,336.53137373924255
7,1.6198198200804916,0.4872796033018113,0.3251513387987793,0.32010927469539524,0.45532082259655,0.39121835097670554,1.4213092201948165,0.4446956515312195,0.7811734127998352,0.09775776339243832,0.8756302521008403,0.05176868044515103,0.4412089425744976,250.53712391853333
8,1.546101082147577,0.47497571242740666,0.2965507055246103,0.2995989543676673,0.44223967313766477,0.37224607333540916,1.299043831527233,0.45777888655662535,0.787494580745697,0.15207748710057029,0.854526958290946,0.0834658187599364,0.46578365146763084,258.10606622695923
9,1.5070783908413634,0.4686856043234943,0.28275395279873067,0.2869532304154249,0.43869076132774354,0.38166096176952125,1.0506519377231598,0.46132655560970304,0.7829725289344788,0.14835714935833258,0.8829902491874323,0.08098171701112877,0.46421874463417145,246.48165345191956
10,1.4527460372977017,0.4576235011770042,0.26491929738415765,0.2725797364989636,0.43232354283332824,0.41246377874165774,0.9087088531255723,0.46769511938095093,0.7852322268486023,0.17533459085601363,0.9130028063610851,0.09697933227344992,0.4760873123618556,242.03566074371338
11,1.4090797980461611,0.4492961782036555,0.24772717080537535,0.262760272717288,0.43051573395729065,0.39116636756807566,0.8101272404193878,0.4695047891139984,0.7847311556339264,0.22249072236126693,0.8463558765594222,0.12808028616852146,0.49224222236973053,244.94072341918945
12,1.38341019267316,0.44472599214214054,0.23897731657321894,0.25498089437067434,0.4398887997865677,0.490204706043005,0.8475846090912819,0.4601292181015015,0.7647518575191498,0.2030207235686688,0.8731117824773413,0.11486486486486487,0.47596726639644,250.44658732414246
13,1.3549237213803247,0.4378818066399011,0.23150957859635402,0.24765053057710149,0.42422361969947814,0.38826115693897006,0.7093213671445846,0.47579688370227813,0.7834075844287872,0.22451635291055785,0.8844839371155161,0.128577106518283,0.49457360701387443,274.90449953079224
14,1.3267822473190574,0.43285654867798,0.22024136180454446,0.24082778732295057,0.41782959580421447,0.36480229660868646,0.6263576951622963,0.48219080150127414,0.7866398251056671,0.257312925170068,0.8920990566037735,0.15033783783783783,0.5087145172590031,278.5029089450836
15,1.3003997416082926,0.4268893414861876,0.21135155983803827,0.23526949816499693,0.41945173263549806,0.4343192628398538,0.7671395701169967,0.4805686193704605,0.7804356288909912,0.23958064793331615,0.8862047043865225,0.13851351351351351,0.5001949653982559,290.7569110393524
16,1.2755419609211431,0.422518209575964,0.200196530233276,0.2303090131453388,0.4143939119577408,0.40018608432263136,0.5334328684210777,0.48562488436698914,0.7847138905525207,0.2708192281651997,0.91324200913242,0.1589825119236884,0.5137193343615699,277.8079197406769
17,1.260193523545821,0.41856315664758525,0.19635687857087544,0.226710333106232,0.4055568051338196,0.40227227229624984,0.4871691903471947,0.49446453511714933,0.7913755083084106,0.24646013901999486,0.9037130270610447,0.14268680445151033,0.5107667274818516,284.14762783050537
18,1.2387676739386135,0.4135918606098931,0.18844406023306354,0.22313989415325994,0.41282584965229036,0.4227123358845711,0.499764623939991,0.48719592988491056,0.7853667521476746,0.2024442082890542,0.9307817589576547,0.1135731319554849,0.4916689634405465,279.77158069610596
19,1.2207567825598225,0.41081770974934123,0.18140574011106503,0.2177156243530461,0.3995825058221817,0.3772454502433538,0.49498772650957107,0.5004399412870407,0.7914190936088562,0.2763746938085987,0.9216901408450704,0.1625596184419714,0.5227445762348318,273.00891757011414
20,1.2037479540758833,0.4056961822143881,0.17658092569929096,0.21577466226672296,0.4043954885005951,0.41436045557260515,0.5252232381701469,0.49562737822532654,0.7886671209335328,0.2973804573804574,0.9117797042325344,0.17766295707472177,0.5272249855131056,272.0846245288849
21,1.185338351539634,0.4023430462127798,0.16786238572895157,0.21278987302665442,0.394072305560112,0.3639153667539358,0.5303705686330795,0.5059511232376098,0.7985029065608978,0.29093653056091223,0.9312936124530328,0.1723966613672496,0.53179685345314,274.3093056678772
22,1.1698842828870066,0.3995348411543841,0.16187017478175503,0.2089444274268967,0.39147176027297975,0.3878684202954173,0.48058851331472396,0.5085522007942199,0.8023324966430664,0.3316297558205565,0.9032258064516129,0.20310015898251194,0.5475048177526143,276.7224340438843
23,1.1626794351180625,0.3973972506094948,0.16122281619470083,0.2066621170294626,0.4094626086950302,0.5047766290605068,0.6307705181837082,0.49056010544300077,0.7490438395738601,0.2755653054336821,0.9133109619686801,0.16226152623211446,0.5050564168168478,254.72949862480164
24,1.1484308802503018,0.3939735429458033,0.1557109524381947,0.204772842681937,0.38581085681915284,0.41954542880877854,0.45777066826820373,0.5142139977216721,0.7986348104476929,0.36683219043115006,0.8871521158978269,0.23122019077901432,0.5598936662001717,254.7816026210785
25,1.1325236578691753,0.3915760381347359,0.1468461219352689,0.2025254602132621,0.3868378841876984,0.36978441961109637,0.4535167568922043,0.5131850796937942,0.7979566025733947,0.350983358547655,0.8833667334669338,0.21899841017488075,0.5540416802716147,270.9839811325073
26,1.1226181945480385,0.38872578374482153,0.14532106706137876,0.1998455607312589,0.3925242179632187,0.40380286250263453,0.37753805220127107,0.5074990755319595,0.7943172574043273,0.29970845481049563,0.9268418341061309,0.17875596184419715,0.5338415959155941,267.62714433670044
27,1.1139566642424221,0.38771274466081457,0.13943358030384975,0.19909759385118045,0.3828161108493805,0.38444706093519926,0.3958635029196739,0.5172084873914718,0.7954053175449372,0.33854124504169025,0.9134993446920052,0.20777027027027026,0.5503850166593663,248.78165793418884
28,1.0739926616268403,0.3776374813557067,0.12642074954282292,0.1922969473800141,0.37949620485305785,0.39621586704626677,0.3801858150959015,0.5205284458398819,0.8043237674236298,0.34258064516129033,0.9092465753424658,0.21104928457869634,0.5558109528082673,259.2613387107849
29,1.0630153273804364,0.3748083533216245,0.12266896149890644,0.19072966168204664,0.37897484123706815,0.40509918047115206,0.3673048251867294,0.521050233244896,0.8023633813858032,0.3584965758878802,0.9025661587810746,0.2236685214626391,0.5606367301728598,261.112021446228
